;conc;compound;cbkid;site;plateWell;Count_nuclei;ObjectNumber_cells
3924;0.00833;SN-38;SN-38;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H21;167.0;63.0
3925;0.1;5-Fluo;5-Fluorouracil;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H22;66.0;28.0
3926;0.1;5-Fluo;5-Fluorouracil;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H22;131.0;39.0
3927;0.1;5-Fluo;5-Fluorouracil;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H22;195.0;63.0
3928;0.1;5-Fluo;5-Fluorouracil;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H22;116.0;46.0
3929;0.1;5-Fluo;5-Fluorouracil;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H22;185.0;65.0
3930;0.1;5-Fluo;5-Fluorouracil;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H22;145.0;52.0
3931;0.1;5-Fluo;5-Fluorouracil;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H22;187.0;73.0
3932;0.1;5-Fluo;5-Fluorouracil;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H22;118.0;53.5
3933;0.1;5-Fluo;5-Fluorouracil;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H22;76.0;32.5
3934;0.1;regora;regorafenib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H23;98.0;45.0
3935;0.1;regora;regorafenib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H23;126.0;45.5
3936;0.1;regora;regorafenib;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H23;47.0;15.0
3937;0.1;regora;regorafenib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H23;169.0;71.0
3938;0.1;regora;regorafenib;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H23;140.0;54.0
3939;0.1;regora;regorafenib;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H23;85.0;32.0
3940;0.1;regora;regorafenib;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H23;235.0;74.0
3941;0.1;regora;regorafenib;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H23;108.0;35.5
3942;0.1;regora;regorafenib;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_H23;102.0;44.0
3943;0.333;Sapiti;Sapitinib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I02;106.0;46.0
3944;0.333;Sapiti;Sapitinib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I02;109.0;45.0
3945;0.333;Sapiti;Sapitinib;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I02;182.0;72.5
3946;0.333;Sapiti;Sapitinib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I02;73.0;25.0
3947;0.333;Sapiti;Sapitinib;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I02;78.0;34.5
3948;0.333;Sapiti;Sapitinib;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I02;94.0;36.0
3949;0.333;Sapiti;Sapitinib;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I02;118.0;54.0
3950;0.333;Sapiti;Sapitinib;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I02;116.0;40.0
3951;0.333;Sapiti;Sapitinib;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I02;51.0;19.0
3952;0.1;binime;binimetinib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I03;145.0;51.5
3953;0.1;binime;binimetinib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I03;156.0;58.0
3954;0.1;binime;binimetinib;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I03;66.0;26.0
3955;0.1;binime;binimetinib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I03;124.0;48.0
3956;0.1;binime;binimetinib;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I03;103.0;48.0
3957;0.1;binime;binimetinib;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I03;131.0;52.5
3958;0.1;binime;binimetinib;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I03;142.0;51.0
3959;0.1;binime;binimetinib;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I03;121.0;55.0
3960;0.1;binime;binimetinib;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I03;62.0;14.5
3961;1.0;PD0325;PD0325901 (Mirdametinib);1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I04;141.0;51.0
3962;1.0;PD0325;PD0325901 (Mirdametinib);2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I04;108.0;54.5
3963;1.0;PD0325;PD0325901 (Mirdametinib);3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I04;80.0;21.0
3964;1.0;PD0325;PD0325901 (Mirdametinib);4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I04;100.0;46.0
3965;1.0;PD0325;PD0325901 (Mirdametinib);5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I04;75.0;24.5
3966;1.0;PD0325;PD0325901 (Mirdametinib);6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I04;78.0;28.0
3967;1.0;PD0325;PD0325901 (Mirdametinib);7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I04;99.0;38.5
3968;1.0;PD0325;PD0325901 (Mirdametinib);8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I04;46.0;25.0
3969;1.0;PD0325;PD0325901 (Mirdametinib);9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I04;54.0;17.0
3970;0.1;[dmso];[dmso];1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I05;121.0;34.0
3971;0.1;[dmso];[dmso];2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I05;209.0;85.5
3972;0.1;[dmso];[dmso];3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I05;118.0;45.5
3973;0.1;[dmso];[dmso];4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I05;154.0;72.0
3974;0.1;[dmso];[dmso];5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I05;135.0;43.0
3975;0.1;[dmso];[dmso];6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I05;137.0;38.0
3976;0.1;[dmso];[dmso];7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I05;161.0;53.5
3977;0.1;[dmso];[dmso];8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I05;102.0;34.5
3978;0.1;[dmso];[dmso];9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I05;135.0;56.5
3979;0.1;vemura;vemurafenib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I06;183.0;51.0
3980;0.1;vemura;vemurafenib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I06;155.0;58.0
3981;0.1;vemura;vemurafenib;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I06;110.0;47.0
3982;0.1;vemura;vemurafenib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I06;195.0;85.0
3983;0.1;vemura;vemurafenib;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I06;134.0;50.0
3984;0.1;vemura;vemurafenib;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I06;109.0;50.0
3985;0.1;vemura;vemurafenib;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I06;132.0;42.0
3986;0.1;vemura;vemurafenib;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I06;84.0;31.0
3987;0.1;[dmso];[dmso];1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I07;194.0;87.0
3988;0.1;[dmso];[dmso];2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I07;121.0;40.0
3989;0.1;[dmso];[dmso];3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I07;137.0;42.0
3990;0.1;[dmso];[dmso];4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I07;163.0;46.0
3991;0.1;[dmso];[dmso];5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I07;107.0;55.0
3992;0.1;[dmso];[dmso];6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I07;48.0;17.0
3993;0.1;[dmso];[dmso];7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I07;125.0;44.0
3994;0.1;[dmso];[dmso];8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I07;92.0;29.5
3995;0.1;[dmso];[dmso];9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I07;103.0;47.0
3996;0.0333;triflu;trifluridine;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I08;117.0;43.5
3997;0.0333;triflu;trifluridine;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I08;227.0;83.0
3998;0.0333;triflu;trifluridine;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I08;170.0;58.0
3999;0.0333;triflu;trifluridine;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I08;112.0;36.0
4000;0.0333;triflu;trifluridine;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I08;121.0;46.5
4001;0.0333;triflu;trifluridine;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I08;105.0;53.0
4002;0.0333;triflu;trifluridine;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I08;93.0;36.0
4003;0.0333;triflu;trifluridine;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I08;88.0;25.0
4004;0.0333;triflu;trifluridine;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I08;57.0;17.5
4005;1.0;Afatin;Afatinib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I09;90.0;35.0
4006;1.0;Afatin;Afatinib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I09;103.0;37.5
4007;1.0;Afatin;Afatinib;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I09;78.0;38.0
4008;1.0;Afatin;Afatinib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I09;107.0;25.0
4009;1.0;Afatin;Afatinib;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I09;70.0;29.0
4010;1.0;Afatin;Afatinib;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I09;57.0;19.0
4011;1.0;Afatin;Afatinib;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I09;70.0;20.5
4012;1.0;Afatin;Afatinib;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I09;63.0;25.0
4013;1.0;Afatin;Afatinib;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I09;88.0;35.0
4014;0.00833;5-Fluo;5-Fluorouracil;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I10;125.0;37.0
4015;0.00833;5-Fluo;5-Fluorouracil;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I10;161.0;63.0
4016;0.00833;5-Fluo;5-Fluorouracil;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I10;69.0;26.0
4017;0.00833;5-Fluo;5-Fluorouracil;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I10;152.0;54.0
4018;0.00833;5-Fluo;5-Fluorouracil;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I10;163.0;70.0
4019;0.00833;5-Fluo;5-Fluorouracil;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I10;115.0;48.5
4020;0.00833;5-Fluo;5-Fluorouracil;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I10;136.0;49.5
4021;0.00833;5-Fluo;5-Fluorouracil;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I10;68.0;20.5
4022;0.00833;5-Fluo;5-Fluorouracil;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I10;110.0;49.0
4023;1.0;Crizot;Crizotinib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I11;160.0;74.5
4024;1.0;Crizot;Crizotinib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I11;118.0;46.0
4025;1.0;Crizot;Crizotinib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I11;143.0;46.0
4026;1.0;Crizot;Crizotinib;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I11;153.0;62.0
4027;1.0;Crizot;Crizotinib;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I11;202.0;41.0
4028;1.0;Crizot;Crizotinib;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I11;142.0;51.5
4029;1.0;Crizot;Crizotinib;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I11;86.0;29.0
4030;1.0;Crizot;Crizotinib;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I11;92.0;35.0
4031;0.1;SN-38;SN-38;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I12;99.0;44.5
4032;0.1;SN-38;SN-38;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I12;139.0;50.5
4033;0.1;SN-38;SN-38;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I12;80.0;39.0
4034;0.1;SN-38;SN-38;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I12;120.0;55.0
4035;0.1;SN-38;SN-38;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I12;137.0;42.0
4036;0.1;SN-38;SN-38;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I12;90.0;40.5
4037;0.1;SN-38;SN-38;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I12;101.0;37.0
4038;0.1;SN-38;SN-38;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I12;70.0;22.0
4039;0.1;SN-38;SN-38;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I12;88.0;20.0
4040;1.0;Tramet;Trametinib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I13;78.0;25.5
4041;1.0;Tramet;Trametinib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I13;95.0;34.0
4042;1.0;Tramet;Trametinib;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I13;111.0;50.0
4043;1.0;Tramet;Trametinib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I13;47.0;21.0
4044;1.0;Tramet;Trametinib;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I13;102.0;31.0
4045;1.0;Tramet;Trametinib;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I13;50.0;18.0
4046;1.0;Tramet;Trametinib;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I13;49.0;14.0
4047;1.0;Tramet;Trametinib;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I13;82.0;23.0
4048;1.0;Tramet;Trametinib;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I13;63.0;22.0
4049;0.00833;Olapar;Olaparib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I14;126.0;51.5
4050;0.00833;Olapar;Olaparib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I14;179.0;64.0
4051;0.00833;Olapar;Olaparib;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I14;146.0;50.0
4052;0.00833;Olapar;Olaparib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I14;95.0;28.0
4053;0.00833;Olapar;Olaparib;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I14;149.0;55.0
4054;0.00833;Olapar;Olaparib;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I14;116.0;51.0
4055;0.00833;Olapar;Olaparib;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I14;92.0;34.5
4056;0.00833;Olapar;Olaparib;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I14;123.0;37.0
4057;0.00833;Olapar;Olaparib;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I14;139.0;40.0
4058;0.00833;Crizot;Crizotinib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I15;100.0;54.5
4059;0.00833;Crizot;Crizotinib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I15;157.0;51.0
4060;0.00833;Crizot;Crizotinib;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I15;135.0;38.5
4061;0.00833;Crizot;Crizotinib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I15;84.0;39.5
4062;0.00833;Crizot;Crizotinib;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I15;132.0;43.0
4063;0.00833;Crizot;Crizotinib;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I15;125.0;51.5
4064;0.00833;Crizot;Crizotinib;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I15;85.0;27.0
4065;0.00833;Crizot;Crizotinib;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I15;117.0;39.0
4066;0.00833;Crizot;Crizotinib;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I15;131.0;41.5
4067;2.5;[flup];[flup];1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I16;107.0;41.5
4068;2.5;[flup];[flup];2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I16;135.0;60.5
4069;2.5;[flup];[flup];3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I16;192.0;89.0
4070;2.5;[flup];[flup];4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I16;135.0;50.5
4071;2.5;[flup];[flup];5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I16;200.0;78.5
4072;2.5;[flup];[flup];6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I16;44.0;14.0
4073;2.5;[flup];[flup];7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I16;171.0;70.5
4074;2.5;[flup];[flup];8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I16;159.0;54.0
4075;2.5;[flup];[flup];9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I16;77.0;29.5
4076;0.0333;regora;regorafenib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I17;152.0;66.0
4077;0.0333;regora;regorafenib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I17;113.0;40.0
4078;0.0333;regora;regorafenib;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I17;144.0;53.0
4079;0.0333;regora;regorafenib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I17;80.0;31.0
4080;0.0333;regora;regorafenib;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I17;119.0;52.5
4081;0.0333;regora;regorafenib;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I17;216.0;94.0
4082;0.0333;regora;regorafenib;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I17;129.0;47.5
4083;0.0333;regora;regorafenib;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I17;237.0;91.0
4084;0.0333;regora;regorafenib;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I17;170.0;60.5
4085;0.333;Temozo;Temozolomide;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I18;121.0;42.0
4086;0.333;Temozo;Temozolomide;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I18;152.0;61.0
4087;0.333;Temozo;Temozolomide;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I18;167.0;71.5
4088;0.333;Temozo;Temozolomide;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I18;85.0;21.0
4089;0.333;Temozo;Temozolomide;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I18;214.0;72.0
4090;0.333;Temozo;Temozolomide;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I18;84.0;30.5
4091;0.333;Temozo;Temozolomide;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I18;168.0;50.0
4092;0.333;Temozo;Temozolomide;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I18;143.0;66.0
4093;0.333;Temozo;Temozolomide;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I18;106.0;32.0
4094;0.1;Paclit;Paclitaxel;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I19;115.0;43.0
4095;0.1;Paclit;Paclitaxel;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I19;64.0;21.0
4096;0.1;Paclit;Paclitaxel;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I19;51.0;20.0
4097;0.1;Paclit;Paclitaxel;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I19;51.0;17.0
4098;0.1;Paclit;Paclitaxel;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I19;44.0;20.0
4099;0.1;Paclit;Paclitaxel;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I19;52.0;15.0
4100;0.1;Paclit;Paclitaxel;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I19;49.0;21.0
4101;0.1;Paclit;Paclitaxel;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I19;26.0;12.0
4102;1.0;Encora;Encorafenib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I20;128.0;49.0
4103;1.0;Encora;Encorafenib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I20;115.0;43.5
4104;1.0;Encora;Encorafenib;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I20;115.0;49.0
4105;1.0;Encora;Encorafenib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I20;110.0;44.5
4106;1.0;Encora;Encorafenib;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I20;157.0;55.0
4107;1.0;Encora;Encorafenib;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I20;112.0;32.0
4108;1.0;Encora;Encorafenib;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I20;71.0;27.0
4109;1.0;Encora;Encorafenib;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I20;52.0;24.5
4110;1.0;Encora;Encorafenib;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I20;86.0;36.5
4111;0.1;alpeli;alpelisib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I21;54.0;26.0
4112;0.1;alpeli;alpelisib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I21;31.0;9.0
4113;0.1;alpeli;alpelisib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I21;100.0;32.0
4114;0.1;alpeli;alpelisib;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I21;100.0;42.0
4115;0.1;alpeli;alpelisib;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I21;81.0;18.0
4116;0.1;alpeli;alpelisib;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I21;95.0;30.0
4117;0.1;alpeli;alpelisib;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I21;86.0;36.0
4118;0.1;alpeli;alpelisib;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I21;151.0;62.0
4119;0.0333;Gefiti;Gefitinib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I22;95.0;27.0
4120;0.0333;Gefiti;Gefitinib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I22;127.0;47.5
4121;0.0333;Gefiti;Gefitinib;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I22;147.0;68.0
4122;0.0333;Gefiti;Gefitinib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I22;129.0;51.5
4123;0.0333;Gefiti;Gefitinib;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I22;145.0;58.0
4124;0.0333;Gefiti;Gefitinib;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I22;225.0;73.0
4125;0.0333;Gefiti;Gefitinib;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I22;119.0;39.0
4126;0.0333;Gefiti;Gefitinib;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I22;87.0;39.0
4127;0.0333;Gefiti;Gefitinib;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I22;142.0;61.5
4128;1.0;SN-38;SN-38;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I23;60.0;38.0
4129;1.0;SN-38;SN-38;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I23;39.0;19.0
4130;1.0;SN-38;SN-38;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I23;47.0;22.0
4131;1.0;SN-38;SN-38;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I23;88.0;30.0
4132;1.0;SN-38;SN-38;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I23;79.0;38.0
4133;1.0;SN-38;SN-38;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I23;90.0;36.5
4134;1.0;SN-38;SN-38;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I23;57.0;17.5
4135;1.0;SN-38;SN-38;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I23;38.0;14.0
4136;1.0;SN-38;SN-38;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_I23;74.0;37.0
4137;1.0;Olapar;Olaparib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J02;121.0;63.0
4138;1.0;Olapar;Olaparib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J02;154.0;66.0
4139;1.0;Olapar;Olaparib;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J02;202.0;64.0
4140;1.0;Olapar;Olaparib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J02;171.0;62.0
4141;1.0;Olapar;Olaparib;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J02;157.0;63.0
4142;1.0;Olapar;Olaparib;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J02;132.0;49.5
4143;1.0;Olapar;Olaparib;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J02;56.0;13.5
4144;0.1;Oxalip;Oxaliplatin;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J04;208.0;80.0
4145;0.1;Oxalip;Oxaliplatin;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J04;181.0;58.0
4146;0.1;Oxalip;Oxaliplatin;3;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J04;110.0;46.5
4147;0.1;Oxalip;Oxaliplatin;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J04;129.0;50.5
4148;0.1;Oxalip;Oxaliplatin;5;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J04;99.0;35.0
4149;0.1;Oxalip;Oxaliplatin;6;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J04;47.0;22.5
4150;0.1;Oxalip;Oxaliplatin;7;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J04;118.0;32.5
4151;0.1;Oxalip;Oxaliplatin;8;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J04;64.0;20.5
4152;0.1;Oxalip;Oxaliplatin;9;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J04;21.0;6.0
4153;0.333;Palboc;Palbociclib;1;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J05;34.0;44.0
4154;0.333;Palboc;Palbociclib;2;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J05;101.0;89.0
4155;0.333;Palboc;Palbociclib;4;colo44-v1-FA-P017366-CACO2-48h-P1-L2_J05;94.0;27.0
